,GENDER,STRATUM,CR_S11,CC_S11,ENG_S11,CR_PRO,CC_PRO,ENG_PRO,COL_GRADE_AVG_org,HI_GRADE_AVG_org,GENDER_bin,COL_GRADE_AVG,HI_GRADE_AVG
4179,M,Stratum 3,55,55,48,82,77,82,80.33333333333333,52.666666666666664,0,0.7617380775094013,-0.8518198712857915
4180,F,Stratum 2,33,35,46,2,28,3,11.0,38.0,1,-2.2784589927614696,-2.3341441032722936
4181,M,Stratum 2,74,71,67,53,17,85,51.666666666666664,70.66666666666667,0,-0.49526648039105486,0.9673962316067349
4182,M,Stratum 3,47,62,63,87,30,72,63.0,57.333333333333336,0,0.0016888099416837636,-0.3801712520173584
4183,M,Stratum 1,62,71,53,79,75,66,73.33333333333333,62.0,0,0.4547951040685922,0.09147736725107394
4184,M,Stratum 2,57,65,52,67,69,58,64.66666666666667,58.0,0,0.07477047028473376,-0.312792877836154
4185,M,Stratum 2,64,60,75,100,90,94,94.66666666666667,66.33333333333333,0,1.3902403564596297,0.5294367994289038
4186,M,Stratum 3,64,56,58,89,81,88,86.0,59.333333333333336,0,1.0102157226757706,-0.17803612947374445
4187,M,Stratum 1,52,51,48,62,89,39,63.333333333333336,50.333333333333336,0,0.016305142010293823,-1.0876441809200073
4188,M,Stratum 1,52,66,41,67,60,41,56.0,53.0,0,-0.3052541634991253,-0.818130684195189
4189,M,Stratum 1,48,48,40,6,13,10,9.666666666666666,45.333333333333336,0,-2.336924321035909,-1.5929819872790423
4190,M,Stratum 2,76,69,67,95,95,78,89.33333333333333,70.66666666666667,0,1.1563790433618701,0.9673962316067349
4191,M,Stratum 2,46,48,52,39,29,32,33.333333333333336,48.666666666666664,0,-1.2991647441646021,-1.2560901163730194
4192,F,Stratum 2,41,40,54,41,63,62,55.333333333333336,45.0,1,-0.33448682763634513,-1.6266711743696447
4193,F,Stratum 1,48,50,50,43,55,44,47.333333333333336,49.333333333333336,1,-0.685278797282984,-1.1887117421918143
4194,F,Stratum 2,56,58,54,32,50,42,41.333333333333336,56.0,1,-0.9483727745179633,-0.5149280003797679
4195,M,Stratum 2,54,53,46,64,15,44,41.0,51.0,0,-0.9629891065865733,-1.0202658067388028
4196,M,Stratum 1,51,55,41,75,32,25,44.0,49.0,0,-0.8314421179690837,-1.222400929282417
4197,M,Stratum 3,60,55,64,94,52,69,71.66666666666667,59.666666666666664,0,0.38171344372554283,-0.14434694238314258
4198,F,Stratum 3,54,64,42,58,12,27,32.333333333333336,53.333333333333336,1,-1.343013740370432,-0.7844414971045863
4199,M,Stratum 5,59,62,54,59,71,53,61.0,58.333333333333336,0,-0.08600918246997598,-0.2791036907455514
4200,F,Stratum 1,59,53,40,50,70,8,42.666666666666664,50.666666666666664,1,-0.8899074462435237,-1.0539549938294055
4201,M,Stratum 2,52,50,62,2,24,63,29.666666666666668,54.666666666666664,0,-1.459944396919312,-0.6496847487421775
4202,M,Stratum 6,74,69,82,55,81,100,78.66666666666667,75.0,0,0.688656417166352,1.4053556637845648
4203,F,Stratum 4,58,61,58,68,9,61,46.0,59.0,1,-0.743744125557424,-0.211725316564347
4204,M,Stratum 1,60,53,43,56,60,26,47.333333333333336,52.0,0,-0.685278797282984,-0.9191982454669959
4205,F,Stratum 2,62,65,54,36,69,72,59.0,60.333333333333336,1,-0.1737071748816357,-0.07696856820193745
4206,F,Stratum 2,64,59,57,30,83,71,61.333333333333336,60.0,1,-0.0713928504013659,-0.11065775529254003
4207,F,Stratum 3,54,60,76,74,54,82,70.0,63.333333333333336,1,0.30863178338249286,0.2262341156134835
4208,M,Stratum 6,64,62,82,72,50,93,71.66666666666667,69.33333333333333,0,0.38171344372554283,0.8326394832443247
4209,F,Stratum 2,49,65,50,59,62,51,57.333333333333336,54.666666666666664,1,-0.2467888352246854,-0.6496847487421775
4210,M,Stratum 2,44,52,49,46,21,7,24.666666666666668,48.333333333333336,0,-1.6791893779484612,-1.2897793034636214
4211,M,Stratum 1,57,53,46,57,36,2,31.666666666666668,52.0,0,-1.3722464045076521,-0.9191982454669959
4212,M,Stratum 2,46,49,55,40,55,53,49.333333333333336,50.0,0,-0.5975808048713244,-1.12133336801061
4213,F,Stratum 3,74,81,60,81,97,92,90.0,71.66666666666667,1,1.1856117074990902,1.0684637928785419
4214,M,Stratum 3,67,53,53,75,71,73,73.0,57.666666666666664,0,0.44017877199998245,-0.34648206492675654
4215,F,Stratum 3,67,66,49,88,68,69,75.0,60.666666666666664,1,0.5278767644116422,-0.043279381111335606
4216,M,Stratum 4,70,55,50,22,7,69,32.666666666666664,58.333333333333336,0,-1.3283974083018224,-0.2791036907455514
4217,F,Stratum 1,74,66,54,68,76,62,68.66666666666667,64.66666666666667,1,0.25016645510805324,0.36099086397589303
4218,M,Stratum 2,64,76,59,97,92,86,91.66666666666667,66.33333333333333,0,1.2586933678421401,0.5294367994289038
4219,M,Stratum 1,49,53,62,54,68,44,55.333333333333336,54.666666666666664,0,-0.33448682763634513,-0.6496847487421775
4220,F,Stratum 1,50,50,50,4,11,33,16.0,50.0,1,-2.05921401173232,-1.12133336801061
4221,F,Stratum 2,66,51,70,62,15,82,53.0,62.333333333333336,1,-0.4368011521166149,0.1251665543416765
4222,M,Stratum 2,68,66,60,64,81,92,79.0,64.66666666666667,0,0.7032727492349616,0.36099086397589303
4223,M,Stratum 2,50,61,52,30,20,48,32.666666666666664,54.333333333333336,0,-1.3283974083018224,-0.6833739358327794
4224,M,Stratum 1,54,49,42,28,10,6,14.666666666666666,48.333333333333336,0,-2.11767934000676,-1.2897793034636214
4225,M,Stratum 2,56,52,54,84,82,38,68.0,54.0,0,0.2209337909708331,-0.7170631229233819
4226,F,Stratum 2,67,60,58,60,63,77,66.66666666666667,61.666666666666664,1,0.16246846269639348,0.05778818016047138
4227,M,Stratum 1,70,74,73,94,96,89,93.0,72.33333333333333,0,1.3171586961165798,1.1358421670597456
4228,M,Stratum 4,57,57,68,19,14,72,35.0,60.666666666666664,0,-1.2260830838215526,-0.043279381111335606
4229,F,Stratum 2,48,42,46,71,21,49,47.0,45.333333333333336,1,-0.6998951293515941,-1.5929819872790423
4230,M,Stratum 4,59,53,55,68,77,92,79.0,55.666666666666664,0,0.7032727492349616,-0.5486171874703706
4231,F,Stratum 2,59,55,55,87,58,73,72.66666666666667,56.333333333333336,1,0.4255624399313727,-0.4812388132891654
4232,M,Stratum 2,51,62,60,1,11,75,29.0,57.666666666666664,0,-1.4891770610565318,-0.34648206492675654
4233,F,Stratum 2,72,68,62,67,80,85,77.33333333333333,67.33333333333333,1,0.6301910888919117,0.6305043607007107
4234,F,Stratum 3,44,36,41,15,4,35,18.0,40.333333333333336,1,-1.9715160193206602,-2.098319793638077
4235,M,Stratum 1,54,53,48,46,56,11,37.666666666666664,51.666666666666664,0,-1.109152427272673,-0.9528874325575984
4236,M,Stratum 2,64,57,55,72,72,72,72.0,58.666666666666664,0,0.3963297757941526,-0.24541450365494957
4237,F,Stratum 4,69,69,60,85,79,77,80.33333333333333,66.0,1,0.7617380775094013,0.4957476123383019
4238,M,Stratum 3,64,64,60,74,70,48,64.0,62.666666666666664,0,0.04553780614751363,0.15885574143227837
4239,M,Stratum 2,67,66,57,60,78,51,63.0,63.333333333333336,0,0.0016888099416837636,0.2262341156134835
4240,F,Stratum 3,62,63,58,94,80,52,75.33333333333333,61.0,1,0.5424930964802519,-0.009590194020733038
4241,M,Stratum 3,52,53,52,45,5,56,35.333333333333336,52.333333333333336,0,-1.2114667517529425,-0.8855090583763934
4242,M,Stratum 2,67,58,59,93,43,47,61.0,61.333333333333336,0,-0.08600918246997598,0.02409899306986953
4243,M,Stratum 3,51,60,60,87,5,35,42.333333333333336,57.0,0,-0.9045237783121334,-0.413860439107961
4244,F,Stratum 3,57,61,68,66,71,92,76.33333333333333,62.0,1,0.5863420926860818,0.09147736725107394
4245,M,Stratum 3,58,65,50,70,72,64,68.66666666666667,57.666666666666664,0,0.25016645510805324,-0.34648206492675654
4246,F,Stratum 2,57,59,55,62,13,58,44.333333333333336,57.0,1,-0.8168257859004737,-0.413860439107961
4247,M,Stratum 2,51,52,48,86,94,36,72.0,50.333333333333336,0,0.3963297757941526,-1.0876441809200073
4248,M,Stratum 3,68,62,59,81,86,92,86.33333333333333,63.0,0,1.0248320547443805,0.19254492852288094
4249,M,Stratum 1,53,57,53,53,36,60,49.666666666666664,54.333333333333336,0,-0.5829644728027146,-0.6833739358327794
4250,M,Stratum 3,49,49,48,59,12,72,47.666666666666664,48.666666666666664,0,-0.6706624652143743,-1.2560901163730194
4251,F,Stratum 3,44,59,49,21,40,40,33.666666666666664,50.666666666666664,1,-1.2845484120959925,-1.0539549938294055
4252,M,Stratum 1,70,71,73,73,89,73,78.33333333333333,71.33333333333333,0,0.6740400850977415,1.0347746057879386
4253,F,Stratum 1,52,52,59,60,49,21,43.333333333333336,54.333333333333336,1,-0.8606747821063035,-0.6833739358327794
4254,M,Stratum 2,79,81,65,79,87,91,85.66666666666667,75.0,0,0.995599390607161,1.4053556637845648
4255,M,Stratum 4,52,46,67,70,71,80,73.66666666666667,55.0,0,0.46941143613720254,-0.615995561651575
4256,M,Stratum 3,60,62,67,82,90,91,87.66666666666667,63.0,0,1.0832973830188206,0.19254492852288094
4257,M,Stratum 2,60,48,57,27,32,70,43.0,55.0,0,-0.8752911141749136,-0.615995561651575
4258,M,Stratum 1,36,38,40,1,14,6,7.0,38.0,0,-2.453854977584789,-2.3341441032722936
4259,F,Stratum 3,57,59,49,67,46,59,57.333333333333336,55.0,1,-0.2467888352246854,-0.615995561651575
4260,M,Stratum 1,70,69,65,53,80,62,65.0,68.0,0,0.0893868023533435,0.6978827348819159
4261,M,Stratum 1,81,74,64,97,98,95,96.66666666666667,73.0,0,1.4779383488712896,1.2032205412409507
4262,M,Stratum 3,47,49,49,37,54,86,59.0,48.333333333333336,0,-0.1737071748816357,-1.2897793034636214
4263,F,Stratum 3,61,53,76,38,56,92,62.0,63.333333333333336,1,-0.0421601862641461,0.2262341156134835
4264,F,Stratum 4,72,62,95,73,70,99,80.66666666666667,76.33333333333333,1,0.7763544095780116,1.5401124121469736
4265,F,Stratum 3,71,67,75,83,94,94,90.33333333333333,71.0,1,1.2002280395676999,1.0010854186973368
4266,F,Stratum 4,66,61,90,79,84,99,87.33333333333333,72.33333333333333,1,1.0686810509502103,1.1358421670597456
4267,F,Stratum 6,50,42,80,23,54,93,56.666666666666664,57.333333333333336,1,-0.2760214993619055,-0.3801712520173584
4268,F,Stratum 5,75,64,85,89,93,98,93.33333333333333,74.66666666666667,1,1.3317750281851894,1.371666476693963
4269,F,Stratum 5,69,64,85,67,49,97,71.0,72.66666666666667,1,0.3524807795883227,1.169531354150349
4270,F,Stratum 6,71,65,92,91,91,96,92.66666666666667,76.0,1,1.30254236404797,1.5064232250563718
4271,M,Stratum 6,79,74,100,90,92,99,93.66666666666667,84.33333333333333,0,1.3463913602538,2.3486529023214295
4272,M,Stratum 4,57,59,76,87,98,86,90.33333333333333,64.0,0,1.2002280395676999,0.2936124897946879
4273,M,Stratum 6,75,79,100,99,100,99,99.33333333333333,84.66666666666667,0,1.5948690054201689,2.382342089412033
4274,M,Stratum 5,69,64,82,85,100,93,92.66666666666667,71.66666666666667,0,1.30254236404797,1.0684637928785419
4275,M,Stratum 6,57,59,82,79,68,93,80.0,66.0,0,0.7471217454407916,0.4957476123383019
4276,M,Stratum 6,79,70,100,95,90,100,95.0,83.0,0,1.4048566885282396,2.2138961539590207
4277,M,Stratum 5,45,47,59,61,56,46,54.333333333333336,50.333333333333336,0,-0.378335823842175,-1.0876441809200073
4278,M,Stratum 6,64,62,90,99,92,100,97.0,72.0,0,1.4925546809398993,1.1021529799691439
4279,M,Stratum 2,62,55,52,29,28,49,35.333333333333336,56.333333333333336,0,-1.2114667517529425,-0.4812388132891654
4280,F,Stratum 3,61,53,71,84,89,71,81.33333333333333,61.666666666666664,1,0.8055870737152311,0.05778818016047138
4281,M,Stratum 4,67,62,85,69,45,100,71.33333333333333,71.33333333333333,0,0.36709711165693243,1.0347746057879386
4282,M,Stratum 3,51,57,76,80,52,99,77.0,61.333333333333336,0,0.6155747568233019,0.02409899306986953
4283,M,Stratum 4,64,64,65,86,88,88,87.33333333333333,64.33333333333333,0,1.0686810509502103,0.32730167688528977
4284,M,Stratum 4,76,71,96,95,99,97,97.0,81.0,0,1.4925546809398993,2.0117610314154066
4285,M,Stratum 3,54,51,46,63,75,57,65.0,50.333333333333336,0,0.0893868023533435,-1.0876441809200073
4286,F,Stratum 4,51,60,54,13,6,55,24.666666666666668,55.0,1,-1.6791893779484612,-0.615995561651575
4287,F,Stratum 6,69,74,95,86,94,100,93.33333333333333,79.33333333333333,1,1.3317750281851894,1.8433150959623945
4288,F,Stratum 3,53,57,68,67,79,78,74.66666666666667,59.333333333333336,1,0.5132604323430324,-0.17803612947374445
4289,M,Stratum 3,56,47,52,36,35,29,33.333333333333336,51.666666666666664,0,-1.2991647441646021,-0.9528874325575984
4290,M,Stratum 5,59,61,78,34,67,95,65.33333333333333,66.0,0,0.10400313442195325,0.4957476123383019
4291,M,Stratum 6,62,64,90,86,87,99,90.66666666666667,72.0,0,1.2148443716363104,1.1021529799691439
4292,F,Stratum 6,71,61,95,71,89,98,86.0,75.66666666666667,1,1.0102157226757706,1.4727340379657698
4293,M,Stratum 6,86,87,85,95,99,100,98.0,86.0,0,1.5364036771457292,2.5170988377744417
4294,F,Stratum 6,63,69,88,83,87,98,89.33333333333333,73.33333333333333,1,1.1563790433618701,1.2369097283315527
4295,M,Stratum 6,66,70,90,70,90,99,86.33333333333333,75.33333333333333,0,1.0248320547443805,1.4390448508751665
4296,F,Stratum 6,65,57,82,43,64,94,67.0,68.0,1,0.17708479476500325,0.6978827348819159
4297,M,Stratum 3,57,57,54,58,76,83,72.33333333333333,56.0,0,0.4109461078627623,-0.5149280003797679
4298,M,Stratum 3,64,64,68,68,62,60,63.333333333333336,65.33333333333333,0,0.016305142010293823,0.42836923815709677
4299,F,Stratum 3,48,57,54,49,54,12,38.333333333333336,53.0,1,-1.079919763135453,-0.818130684195189
4300,M,Stratum 5,61,60,95,95,95,98,96.0,72.0,0,1.4487056847340694,1.1021529799691439
4301,M,Stratum 3,66,64,76,12,92,93,65.66666666666667,68.66666666666667,0,0.11861946649056362,0.765261109063121
4302,F,Stratum 5,58,64,52,76,25,73,58.0,58.0,1,-0.21755617108746558,-0.312792877836154
4303,M,Stratum 5,75,70,95,99,100,97,98.66666666666667,80.0,0,1.5656363412829493,1.9106934701435996
4304,M,Stratum 3,80,70,75,100,97,93,96.66666666666667,75.0,0,1.4779383488712896,1.4053556637845648
4305,F,Stratum 3,51,55,48,12,66,55,44.333333333333336,51.333333333333336,1,-0.8168257859004737,-0.9865766196482003
4306,F,Stratum 2,62,55,55,14,75,73,54.0,57.333333333333336,1,-0.39295215591078503,-0.3801712520173584
4307,F,Stratum 3,61,57,57,60,63,54,59.0,58.333333333333336,1,-0.1737071748816357,-0.2791036907455514
4308,M,Stratum 4,71,67,95,93,98,100,97.0,77.66666666666667,0,1.4925546809398993,1.674869160509384
4309,M,Stratum 2,63,60,55,79,97,80,85.33333333333333,59.333333333333336,0,0.9809830585385506,-0.17803612947374445
4310,M,Stratum 2,50,57,58,37,63,80,60.0,55.0,0,-0.12985817867580585,-0.615995561651575
4311,M,Stratum 2,69,70,68,87,92,87,88.66666666666667,69.0,0,1.1271463792246506,0.7989502961537228
4312,M,Stratum 4,61,62,96,81,71,96,82.66666666666667,73.0,0,0.8640524019896714,1.2032205412409507
4313,M,Stratum 6,51,53,95,8,14,93,38.333333333333336,66.33333333333333,0,-1.079919763135453,0.5294367994289038
4314,M,Stratum 6,64,61,75,86,54,94,78.0,66.66666666666667,0,0.6594237530291318,0.5631259865195071
4315,M,Stratum 4,56,51,54,25,66,80,57.0,53.666666666666664,0,-0.26140516729329544,-0.7507523100139845
4316,F,Stratum 4,71,70,78,89,93,93,91.66666666666667,73.0,1,1.2586933678421401,1.2032205412409507
4317,M,Stratum 4,69,70,80,85,78,91,84.66666666666667,73.0,0,0.9517503944013311,1.2032205412409507
4318,F,Stratum 4,58,57,78,91,56,97,81.33333333333333,64.33333333333333,1,0.8055870737152311,0.32730167688528977
4319,M,Stratum 4,69,55,78,77,93,85,85.0,67.33333333333333,0,0.9663667264699408,0.6305043607007107
4320,M,Stratum 4,50,57,78,36,48,86,56.666666666666664,61.666666666666664,0,-0.2760214993619055,0.05778818016047138
4321,M,Stratum 6,63,60,76,61,74,86,73.66666666666667,66.33333333333333,0,0.46941143613720254,0.5294367994289038
4322,M,Stratum 5,53,60,82,53,86,88,75.66666666666667,65.0,0,0.5571094285488623,0.3946800510664949
4323,M,Stratum 6,66,59,82,75,57,97,76.33333333333333,69.0,0,0.5863420926860818,0.7989502961537228
4324,F,Stratum 4,64,59,73,79,75,86,80.0,65.33333333333333,1,0.7471217454407916,0.42836923815709677
4325,M,Stratum 6,64,67,82,59,87,96,80.66666666666667,71.0,0,0.7763544095780116,1.0010854186973368
4326,M,Stratum 3,72,62,67,78,89,85,84.0,67.0,0,0.922517730264111,0.5968151736101088
4327,M,Stratum 5,66,64,92,95,91,98,94.66666666666667,74.0,0,1.3902403564596297,1.3042881025127577
4328,F,Stratum 4,71,64,75,91,75,92,86.0,70.0,1,1.0102157226757706,0.9000178574255299
4329,F,Stratum 3,69,57,80,88,66,98,84.0,68.66666666666667,1,0.922517730264111,0.765261109063121
4330,M,Stratum 3,63,67,95,92,67,100,86.33333333333333,75.0,0,1.0248320547443805,1.4053556637845648
4331,F,Stratum 3,53,55,65,75,22,83,60.0,57.666666666666664,1,-0.12985817867580585,-0.34648206492675654
4332,F,Stratum 3,59,53,54,66,73,84,74.33333333333333,55.333333333333336,1,0.4986441002744221,-0.5823063745609723
4333,M,Stratum 4,71,100,100,99,80,99,92.66666666666667,90.33333333333333,0,1.30254236404797,2.9550582699522714
4334,M,Stratum 3,59,61,76,43,65,92,66.66666666666667,65.33333333333333,0,0.16246846269639348,0.42836923815709677
4335,M,Stratum 4,69,64,71,27,74,91,64.0,68.0,0,0.04553780614751363,0.6978827348819159
4336,M,Stratum 3,54,60,53,80,87,71,79.33333333333333,55.666666666666664,0,0.7178890813035714,-0.5486171874703706
4337,M,Stratum 3,57,60,62,27,85,92,68.0,59.666666666666664,0,0.2209337909708331,-0.14434694238314258
4338,M,Stratum 3,71,67,64,83,96,82,87.0,67.33333333333333,0,1.0540647188816006,0.6305043607007107
4339,M,Stratum 3,56,55,80,91,98,95,94.66666666666667,63.666666666666664,0,1.3902403564596297,0.25992330270408537
4340,M,Stratum 3,63,64,85,99,17,96,70.66666666666667,70.66666666666667,0,0.33786444751971295,0.9673962316067349
4341,M,Stratum 3,63,60,60,31,86,80,65.66666666666667,61.0,0,0.11861946649056362,-0.009590194020733038
4342,M,Stratum 4,71,67,76,84,69,93,82.0,71.33333333333333,0,0.8348197378524512,1.0347746057879386
4343,M,Stratum 4,63,62,76,56,86,94,78.66666666666667,67.0,0,0.688656417166352,0.5968151736101088
4344,M,Stratum 2,69,64,85,95,77,99,90.33333333333333,72.66666666666667,0,1.2002280395676999,1.169531354150349
4345,F,Stratum 5,71,70,85,92,96,96,94.66666666666667,75.33333333333333,1,1.3902403564596297,1.4390448508751665
4346,M,Stratum 4,71,67,76,95,46,85,75.33333333333333,71.33333333333333,0,0.5424930964802519,1.0347746057879386
4347,M,Stratum 6,62,79,90,88,69,100,85.66666666666667,77.0,0,0.995599390607161,1.6074907863281787
4348,M,Stratum 6,86,70,90,97,95,95,95.66666666666667,82.0,0,1.4340893526654597,2.1128285926872135
4349,M,Stratum 5,61,62,65,90,90,87,89.0,62.666666666666664,0,1.1417627112932602,0.15885574143227837
4350,M,Stratum 5,87,67,85,94,91,87,90.66666666666667,79.66666666666667,0,1.2148443716363104,1.8770042830529978
4351,M,Stratum 4,72,67,80,80,76,97,84.33333333333333,73.0,0,0.9371340623327208,1.2032205412409507
4352,F,Stratum 4,63,53,46,29,46,65,46.666666666666664,54.0,1,-0.7145114614202042,-0.7170631229233819
4353,M,Stratum 4,67,64,80,95,88,98,93.66666666666667,70.33333333333333,0,1.3463913602538,0.9337070445161317
4354,M,Stratum 4,61,64,71,84,90,91,88.33333333333333,65.33333333333333,0,1.1125300471560402,0.42836923815709677
4355,F,Stratum 3,69,64,68,59,76,91,75.33333333333333,67.0,1,0.5424930964802519,0.5968151736101088
4356,F,Stratum 4,75,74,85,98,92,90,93.33333333333333,78.0,1,1.3317750281851894,1.7085583475999857
4357,F,Stratum 4,69,71,82,88,91,95,91.33333333333333,74.0,1,1.2440770357735298,1.3042881025127577
4358,M,Stratum 5,64,64,96,92,29,99,73.33333333333333,74.66666666666667,0,0.4547951040685922,1.371666476693963
4359,M,Stratum 6,66,51,85,69,4,95,56.0,67.33333333333333,0,-0.3052541634991253,0.6305043607007107
4360,M,Stratum 6,72,64,80,86,87,99,90.66666666666667,72.0,0,1.2148443716363104,1.1021529799691439
4361,M,Stratum 3,61,59,71,40,64,79,61.0,63.666666666666664,0,-0.08600918246997598,0.25992330270408537
4362,M,Stratum 3,69,74,82,95,91,95,93.66666666666667,75.0,0,1.3463913602538,1.4053556637845648
4363,M,Stratum 4,62,57,68,92,81,96,89.66666666666667,62.333333333333336,0,1.1709953754304805,0.1251665543416765
4364,M,Stratum 5,69,67,78,85,99,8,64.0,71.33333333333333,0,0.04553780614751363,1.0347746057879386
4365,M,Stratum 5,61,64,85,49,30,96,58.333333333333336,70.0,0,-0.2029398390188555,0.9000178574255299
4366,M,Stratum 6,66,64,80,87,91,95,91.0,70.0,0,1.22946070370492,0.9000178574255299
4367,M,Stratum 6,54,60,85,26,5,98,43.0,66.33333333333333,0,-0.8752911141749136,0.5294367994289038
4368,M,Stratum 5,56,61,95,34,33,96,54.333333333333336,70.66666666666667,0,-0.378335823842175,0.9673962316067349
4369,M,Stratum 5,61,70,82,49,82,93,74.66666666666667,71.0,0,0.5132604323430324,1.0010854186973368
4370,F,Stratum 4,75,64,85,90,91,92,91.0,74.66666666666667,1,1.22946070370492,1.371666476693963
4371,M,Stratum 5,71,71,85,52,44,93,63.0,75.66666666666667,0,0.0016888099416837636,1.4727340379657698
4372,M,Stratum 5,65,60,90,89,92,99,93.33333333333333,71.66666666666667,0,1.3317750281851894,1.0684637928785419
4373,M,Stratum 6,79,100,95,99,94,100,97.66666666666667,91.33333333333333,0,1.5217873450771193,3.056125831224078
4374,M,Stratum 5,69,67,80,79,89,94,87.33333333333333,72.0,0,1.0686810509502103,1.1021529799691439
4375,M,Stratum 6,67,74,100,87,97,98,94.0,80.33333333333333,0,1.3610076923224097,1.9443826572342016
4376,M,Stratum 3,62,61,95,77,69,100,82.0,72.66666666666667,0,0.8348197378524512,1.169531354150349
