,GENDER,STRATUM,SCHOOL_NAT,SCHOOL_TYPE,MAT_S11,CR_S11,CC_S11,BIO_S11,ENG_S11,QR_PRO,CR_PRO,CC_PRO,ENG_PRO,WC_PRO,COL_GRADE_AVG,HI_GRADE_AVG,GENDER_bin
234,F,Stratum_4,PRIVATE,ACADEMIC,64,69,65,75,67,94,1,85,93,92,73.0,68.0,1
235,F,Stratum_4,PRIVATE,ACADEMIC,72,74,68,70,59,84,100,73,86,57,80.0,68.6,1
236,F,Stratum_4,PRIVATE,ACADEMIC,71,70,59,72,71,49,91,100,85,21,69.2,68.6,1
237,F,Stratum_4,PRIVATE,ACADEMIC,56,55,53,61,54,46,67,69,44,39,53.0,55.8,1
238,F,Stratum_4,PRIVATE,ACADEMIC,68,64,74,80,80,95,83,86,89,58,82.2,73.2,1
239,M,Stratum_5,PRIVATE,ACADEMIC,93,70,66,82,85,99,85,98,89,82,90.6,79.2,0
240,F,Stratum_2,PUBLIC,TECHNICAL/ACADEMIC,62,52,59,66,54,86,70,89,68,90,80.6,58.6,1
241,M,Stratum_4,PRIVATE,ACADEMIC,80,62,72,79,62,99,81,36,64,0,56.0,71.0,0
242,M,Stratum_3,PRIVATE,ACADEMIC,74,64,57,70,68,97,45,87,89,50,73.6,66.6,0
243,M,Stratum_4,PUBLIC,TECHNICAL/ACADEMIC,72,76,69,70,76,100,86,85,90,16,75.4,72.6,0
244,F,Stratum_3,PUBLIC,TECHNICAL/ACADEMIC,51,52,57,58,52,66,55,54,63,41,55.8,54.0,1
245,M,Stratum_4,PUBLIC,TECHNICAL/ACADEMIC,85,87,82,82,82,97,96,92,95,58,87.6,83.6,0
246,F,Stratum_5,PUBLIC,TECHNICAL/ACADEMIC,70,62,64,72,73,93,91,86,83,84,87.4,68.2,1
247,F,Stratum_3,PUBLIC,TECHNICAL/ACADEMIC,68,58,58,71,53,90,63,8,73,70,60.8,61.6,1
248,F,Stratum_3,PUBLIC,TECHNICAL/ACADEMIC,64,56,59,64,64,89,56,10,72,7,46.8,61.4,1
249,F,Stratum_3,PUBLIC,TECHNICAL/ACADEMIC,54,62,53,61,54,62,89,65,68,28,62.4,56.8,1
250,F,Stratum_4,PRIVATE,ACADEMIC,53,60,60,65,60,92,35,25,61,37,50.0,59.6,1
251,F,Stratum_4,PRIVATE,ACADEMIC,64,62,60,62,78,36,43,64,85,24,50.4,65.2,1
252,M,Stratum_4,PRIVATE,ACADEMIC,74,64,61,68,71,92,84,24,63,60,64.6,67.6,0
253,F,Stratum_4,PRIVATE,ACADEMIC,74,68,66,75,64,67,49,19,86,24,49.0,69.4,1
254,F,Stratum_4,PRIVATE,ACADEMIC,85,79,66,77,62,99,95,35,93,8,66.0,73.8,1
255,M,Stratum_4,PRIVATE,ACADEMIC,59,49,53,53,54,78,27,17,41,80,48.6,53.6,0
256,M,Stratum_4,PRIVATE,ACADEMIC,59,64,65,65,64,79,68,75,73,78,74.6,63.4,0
257,M,Stratum_4,PRIVATE,ACADEMIC,62,77,64,66,85,77,50,57,99,12,59.0,70.8,0
258,M,Stratum_4,PRIVATE,ACADEMIC,86,85,72,81,90,100,99,100,100,41,88.0,82.8,0
259,M,Stratum_6,PRIVATE,ACADEMIC,100,79,76,92,76,95,96,94,95,94,94.8,84.6,0
260,M,Stratum_4,PRIVATE,ACADEMIC,85,70,64,77,82,99,95,90,96,52,86.4,75.6,0
261,M,Stratum_1,PUBLIC,ACADEMIC,57,49,53,51,54,93,53,44,58,66,62.8,52.8,0
262,F,Stratum_4,PUBLIC,TECHNICAL/ACADEMIC,58,56,51,62,48,37,53,78,41,91,60.0,55.0,1
263,F,Stratum_4,PUBLIC,TECHNICAL/ACADEMIC,62,62,71,71,65,88,94,91,80,94,89.4,66.2,1
264,F,Stratum_3,PUBLIC,TECHNICAL/ACADEMIC,70,74,66,64,70,75,88,86,83,53,77.0,68.8,1
265,F,Stratum_4,PUBLIC,TECHNICAL/ACADEMIC,62,69,59,60,62,82,78,52,87,28,65.4,62.4,1
266,F,Stratum_3,PRIVATE,TECHNICAL/ACADEMIC,77,70,64,70,80,100,84,71,92,57,80.8,72.2,1
267,F,Stratum_4,PRIVATE,TECHNICAL/ACADEMIC,75,59,59,85,52,99,51,20,44,48,52.4,66.0,1
268,F,Stratum_3,PRIVATE,TECHNICAL/ACADEMIC,64,55,45,55,62,35,39,63,82,16,47.0,56.2,1
269,M,Stratum_3,PRIVATE,TECHNICAL/ACADEMIC,66,67,66,67,62,98,68,72,96,10,68.8,65.6,0
270,M,Stratum_1,PRIVATE,ACADEMIC,52,59,52,59,46,87,4,21,17,14,28.6,53.6,0
271,F,Stratum_2,PUBLIC,TECHNICAL/ACADEMIC,59,70,55,64,55,52,37,89,69,50,59.4,60.6,1
272,M,Stratum_6,PRIVATE,ACADEMIC,76,70,71,83,90,90,100,74,98,67,85.8,78.0,0
273,F,Stratum_4,PRIVATE,ACADEMIC,66,67,68,64,75,82,74,11,90,92,69.8,68.0,1
274,M,Stratum_3,PRIVATE,ACADEMIC,67,54,53,71,78,98,99,13,91,51,70.4,64.6,0
275,M,Stratum_4,PRIVATE,ACADEMIC,70,64,68,71,73,76,67,91,96,92,84.4,69.2,0
276,F,Stratum_2,PUBLIC,TECHNICAL/ACADEMIC,53,57,52,53,53,80,57,78,58,18,58.2,53.6,1
277,M,Stratum_5,PRIVATE,ACADEMIC,84,74,76,77,70,90,92,46,80,17,65.0,76.2,0
278,M,Stratum_4,PRIVATE,ACADEMIC,64,64,68,80,75,89,51,47,84,71,68.4,70.2,0
279,M,Stratum_2,PRIVATE,ACADEMIC,51,41,44,48,54,43,36,39,30,50,39.6,47.6,0
280,M,Stratum_4,PRIVATE,ACADEMIC,61,46,50,53,50,96,62,67,78,2,61.0,52.0,0
281,M,Stratum_1,PUBLIC,TECHNICAL/ACADEMIC,57,48,52,65,40,89,82,62,33,13,55.8,52.4,0
282,M,Stratum_4,PUBLIC,TECHNICAL/ACADEMIC,65,57,64,61,67,92,23,35,71,24,49.0,62.8,0
283,M,Stratum_4,PUBLIC,TECHNICAL/ACADEMIC,72,68,100,100,78,94,89,80,100,57,84.0,83.6,0
284,F,Stratum_3,PUBLIC,TECHNICAL/ACADEMIC,49,48,48,53,49,50,19,12,39,23,28.6,49.4,1
285,F,Stratum_4,PUBLIC,TECHNICAL/ACADEMIC,56,58,51,60,48,39,29,78,49,76,54.2,54.6,1
286,M,Stratum_1,PUBLIC,TECHNICAL/ACADEMIC,62,52,57,58,42,79,31,53,46,65,54.8,54.2,0
287,F,Stratum_3,PUBLIC,TECHNICAL/ACADEMIC,54,45,44,59,62,31,32,3,53,30,29.8,52.8,1
288,M,Stratum_3,PRIVATE,ACADEMIC,64,58,55,61,70,82,57,18,77,76,62.0,61.6,0
289,M,Stratum_2,PUBLIC,TECHNICAL/ACADEMIC,60,49,43,47,54,93,53,57,71,62,67.2,50.6,0
290,F,Stratum_2,PUBLIC,TECHNICAL/ACADEMIC,62,77,69,75,43,96,77,96,68,19,71.2,65.2,1
291,F,Stratum_2,PUBLIC,TECHNICAL/ACADEMIC,62,59,66,63,49,88,46,60,50,53,59.4,59.8,1
292,F,Stratum_2,PUBLIC,TECHNICAL/ACADEMIC,58,56,57,58,52,52,57,71,59,41,56.0,56.2,1
293,M,Stratum_3,PUBLIC,TECHNICAL/ACADEMIC,53,56,55,53,52,84,45,67,51,36,56.6,53.8,0
294,M,Stratum_1,PUBLIC,TECHNICAL/ACADEMIC,62,55,64,52,54,98,38,5,57,18,43.2,57.4,0
295,F,Stratum_2,PUBLIC,ACADEMIC,55,46,53,50,50,62,18,29,32,49,38.0,50.8,1
296,F,Stratum_2,PUBLIC,ACADEMIC,85,74,71,77,75,96,93,88,75,82,86.8,76.4,1
297,M,Stratum_3,PUBLIC,TECHNICAL/ACADEMIC,72,62,58,64,60,89,88,31,86,46,68.0,63.2,0
298,F,Stratum_1,PUBLIC,TECHNICAL/ACADEMIC,60,55,66,66,43,66,48,78,5,86,56.6,58.0,1
299,M,Stratum_3,PUBLIC,TECHNICAL/ACADEMIC,57,70,66,65,55,91,86,93,72,55,79.4,62.6,0
300,M,Stratum_2,PUBLIC,TECHNICAL/ACADEMIC,64,67,69,70,50,94,74,88,57,8,64.2,64.0,0
301,M,Stratum_3,PUBLIC,TECHNICAL/ACADEMIC,67,50,55,65,57,98,82,64,85,51,76.0,58.8,0
302,M,Stratum_2,PUBLIC,TECHNICAL/ACADEMIC,74,77,71,81,55,100,100,97,34,57,77.6,71.6,0
303,F,Stratum_4,PRIVATE,ACADEMIC,69,74,71,68,49,93,56,78,80,60,73.4,66.2,1
304,M,Stratum_3,PRIVATE,ACADEMIC,65,51,56,61,54,86,38,11,55,11,40.2,57.4,0
305,F,Stratum_2,PUBLIC,ACADEMIC,55,54,53,55,50,46,75,19,36,74,50.0,53.4,1
306,F,Stratum_3,PRIVATE,ACADEMIC,50,52,53,51,58,38,10,61,58,12,35.8,52.8,1
307,M,Stratum_2,PUBLIC,TECHNICAL/ACADEMIC,58,60,59,58,50,82,92,91,40,59,72.8,57.0,0
308,M,Stratum_1,PUBLIC,ACADEMIC,65,67,74,61,42,85,61,2,1,17,33.2,61.8,0
309,M,Stratum_1,PUBLIC,ACADEMIC,47,51,50,48,45,57,32,54,54,76,54.6,48.2,0
310,F,Stratum_1,PUBLIC,ACADEMIC,65,68,66,68,58,79,88,97,77,57,79.6,65.0,1
311,M,Stratum_5,PRIVATE,ACADEMIC,67,62,64,66,62,77,22,60,65,82,61.2,64.2,0
312,F,Stratum_4,PRIVATE,ACADEMIC,66,64,61,58,64,47,3,37,66,9,32.4,62.6,1
313,M,Stratum_4,PRIVATE,ACADEMIC,70,62,58,72,58,91,30,21,22,20,36.8,64.0,0
314,F,Stratum_2,PRIVATE,TECHNICAL/ACADEMIC,53,39,42,61,65,33,4,35,71,12,31.0,52.0,1
315,F,Stratum_3,PRIVATE,TECHNICAL/ACADEMIC,47,67,68,58,65,30,97,89,85,93,78.8,61.0,1
316,F,Stratum_3,PRIVATE,TECHNICAL/ACADEMIC,61,51,57,59,60,21,76,68,62,40,53.4,57.6,1
317,F,Stratum_3,PUBLIC,TECHNICAL/ACADEMIC,62,50,52,59,54,81,18,15,79,36,45.8,55.4,1
318,F,Stratum_3,PUBLIC,TECHNICAL/ACADEMIC,55,60,64,58,46,21,33,50,72,53,45.8,56.6,1
319,F,Stratum_3,PUBLIC,TECHNICAL/ACADEMIC,83,87,71,87,90,97,79,83,97,80,87.2,83.6,1
320,M,Stratum_4,PUBLIC,TECHNICAL/ACADEMIC,70,72,62,71,64,87,77,65,74,50,70.6,67.8,0
321,M,Stratum_3,PUBLIC,TECHNICAL/ACADEMIC,66,64,64,74,60,98,92,94,40,50,74.8,65.6,0
322,F,Stratum_3,PUBLIC,TECHNICAL/ACADEMIC,56,50,50,65,58,54,36,40,74,59,52.6,55.8,1
323,M,Stratum_4,PRIVATE,ACADEMIC,75,74,68,59,53,91,16,12,55,79,50.6,65.8,0
324,M,Stratum_4,PRIVATE,ACADEMIC,68,70,64,71,78,82,94,45,88,19,65.6,70.2,0
325,M,Stratum_3,PRIVATE,ACADEMIC,70,64,57,61,53,99,58,71,60,28,63.2,61.0,0
326,M,Stratum_3,PRIVATE,ACADEMIC,82,77,71,91,80,98,99,90,81,15,76.6,80.2,0
327,M,Stratum_2,PUBLIC,TECHNICAL/ACADEMIC,72,68,66,61,57,89,46,80,40,57,62.4,64.8,0
328,M,Stratum_2,PUBLIC,TECHNICAL/ACADEMIC,51,35,37,43,54,36,7,38,41,76,39.6,44.0,0
329,M,Stratum_2,PUBLIC,TECHNICAL/ACADEMIC,51,46,37,43,42,39,4,19,68,19,29.8,43.8,0
330,M,Stratum_2,PUBLIC,TECHNICAL/ACADEMIC,38,39,46,42,38,30,26,37,11,80,36.8,40.6,0
331,M,Stratum_2,PUBLIC,TECHNICAL/ACADEMIC,66,47,55,62,67,69,66,61,82,97,75.0,59.4,0
332,M,Stratum_1,PUBLIC,TECHNICAL/ACADEMIC,55,59,53,59,49,92,54,35,44,22,49.4,55.0,0
333,F,Stratum_4,PRIVATE,ACADEMIC,93,79,74,92,80,91,49,78,93,74,77.0,83.6,1
334,M,Stratum_2,PRIVATE,ACADEMIC,75,74,62,77,64,89,4,26,88,66,54.6,70.4,0
335,M,Stratum_4,PRIVATE,ACADEMIC,75,62,61,66,65,95,34,78,86,72,73.0,65.8,0
336,M,Stratum_2,PUBLIC,TECHNICAL/ACADEMIC,64,74,66,65,82,83,56,87,93,14,66.6,70.2,0
337,M,Stratum_2,PRIVATE,ACADEMIC,65,68,62,78,62,98,66,5,63,26,51.6,67.0,0
338,F,Stratum_4,PRIVATE,TECHNICAL/ACADEMIC,62,71,64,66,52,59,74,59,56,0,49.6,63.0,1
339,M,Stratum_2,PRIVATE,TECHNICAL/ACADEMIC,60,59,61,65,62,96,77,76,92,77,83.6,61.4,0
340,F,Stratum_4,PRIVATE,TECHNICAL/ACADEMIC,55,52,52,53,49,54,73,28,40,15,42.0,52.2,1
341,M,Stratum_4,PRIVATE,ACADEMIC,59,36,38,56,49,58,40,8,72,15,38.6,47.6,0
342,F,Stratum_2,PRIVATE,ACADEMIC,49,57,57,52,55,40,26,40,49,52,41.4,54.0,1
343,M,Stratum_4,PRIVATE,ACADEMIC,66,64,69,65,48,62,62,84,59,56,64.6,62.4,0
344,M,Stratum_2,PRIVATE,ACADEMIC,62,79,69,65,78,98,89,93,87,97,92.8,70.6,0
345,M,Stratum_3,PRIVATE,ACADEMIC,48,53,47,56,53,72,57,60,54,5,49.6,51.4,0
346,F,Stratum_2,PUBLIC,TECHNICAL/ACADEMIC,52,62,64,59,65,81,12,14,81,21,41.8,60.4,1
347,F,Stratum_1,PUBLIC,TECHNICAL/ACADEMIC,66,57,69,65,58,97,68,69,84,95,82.6,63.0,1
348,F,Stratum_1,PUBLIC,TECHNICAL/ACADEMIC,42,43,47,48,45,31,24,35,22,79,38.2,45.0,1
349,F,Stratum_2,PUBLIC,TECHNICAL/ACADEMIC,64,66,69,71,54,88,83,64,3,17,51.0,64.8,1
350,M,Stratum_3,PUBLIC,TECHNICAL/ACADEMIC,74,64,64,74,78,100,90,62,96,77,85.0,70.8,0
351,M,Stratum_1,PUBLIC,TECHNICAL/ACADEMIC,62,66,74,65,67,92,99,96,82,69,87.6,66.8,0
352,M,Stratum_2,PUBLIC,TECHNICAL/ACADEMIC,70,67,57,55,62,93,54,4,71,21,48.6,62.2,0
353,M,Stratum_2,PUBLIC,ACADEMIC,35,58,57,44,46,5,12,27,37,18,19.8,48.0,0
354,M,Stratum_2,PRIVATE,TECHNICAL/ACADEMIC,87,68,62,78,68,100,89,10,89,79,73.4,72.6,0
355,M,Stratum_2,PRIVATE,ACADEMIC,55,68,81,61,71,90,72,69,78,50,71.8,67.2,0
356,M,Stratum_2,PUBLIC,TECHNICAL/ACADEMIC,55,54,52,50,48,57,41,34,67,14,42.6,51.8,0
357,M,Stratum_2,PUBLIC,TECHNICAL/ACADEMIC,56,67,69,59,50,90,79,87,73,21,70.0,60.2,0
358,F,Stratum_3,PUBLIC,TECHNICAL/ACADEMIC,65,64,50,61,59,32,81,57,65,82,63.4,59.8,1
359,F,Stratum_1,PUBLIC,TECHNICAL,96,59,69,91,64,96,71,15,52,50,56.8,75.8,1
360,M,Stratum_2,PUBLIC,TECHNICAL,69,49,48,77,68,95,63,5,80,29,54.4,62.2,0
361,F,Stratum_3,PUBLIC,ACADEMIC,65,64,65,71,68,93,40,81,77,32,64.6,66.6,1
362,F,Stratum_2,PRIVATE,ACADEMIC,53,54,50,61,57,73,51,20,44,26,42.8,55.0,1
363,F,Stratum_3,PUBLIC,TECHNICAL/ACADEMIC,53,85,66,65,68,77,86,92,90,21,73.2,67.4,1
364,F,Stratum_2,PUBLIC,TECHNICAL/ACADEMIC,59,57,64,61,57,85,84,87,76,68,80.0,59.6,1
365,M,Stratum_1,PUBLIC,TECHNICAL/ACADEMIC,58,49,50,56,50,40,15,12,50,1,23.6,52.6,0
366,M,Stratum_2,PUBLIC,TECHNICAL,62,51,57,61,52,89,63,97,56,14,63.8,56.6,0
367,M,Stratum_2,PUBLIC,TECHNICAL,65,57,62,61,48,89,53,17,24,43,45.2,58.6,0
368,F,Stratum_1,PUBLIC,TECHNICAL/ACADEMIC,49,43,50,51,45,61,40,38,18,79,47.2,47.6,1
369,F,Stratum_3,PUBLIC,ACADEMIC,51,54,50,51,60,31,57,38,53,25,40.8,53.2,1
370,M,Stratum_2,PUBLIC,TECHNICAL,68,52,61,71,55,100,4,82,65,59,62.0,61.4,0
371,F,Stratum_2,PUBLIC,TECHNICAL/ACADEMIC,71,56,56,72,53,74,82,55,25,61,59.4,61.6,1
372,F,Stratum_1,PUBLIC,TECHNICAL/ACADEMIC,50,59,55,50,59,83,69,62,57,33,60.8,54.6,1
373,F,Stratum_2,PRIVATE,TECHNICAL,59,62,68,62,52,62,93,53,72,96,75.2,60.6,1
374,F,Stratum_2,PRIVATE,TECHNICAL,53,58,57,54,46,38,41,36,39,49,40.6,53.6,1
375,F,Stratum_4,PRIVATE,ACADEMIC,83,100,77,80,75,94,87,91,96,73,88.2,83.0,1
376,M,Stratum_4,PRIVATE,ACADEMIC,55,50,55,46,60,68,91,65,69,2,59.0,53.2,0
377,M,Stratum_4,PRIVATE,ACADEMIC,75,70,66,67,82,73,62,54,98,23,62.0,72.0,0
378,M,Stratum_2,PRIVATE,ACADEMIC,100,79,77,79,73,98,100,95,89,18,80.0,81.6,0
379,M,Stratum_4,PRIVATE,ACADEMIC,79,87,81,80,78,100,99,100,98,66,92.6,81.0,0
380,M,Stratum_3,PUBLIC,TECHNICAL/ACADEMIC,60,52,53,55,42,97,36,28,40,22,44.6,52.4,0
381,F,Stratum_3,PUBLIC,TECHNICAL/ACADEMIC,60,64,59,68,58,91,98,91,53,15,69.6,61.8,1
382,F,Stratum_3,PUBLIC,TECHNICAL/ACADEMIC,77,62,61,74,53,88,88,65,71,66,75.6,65.4,1
383,F,Stratum_4,PRIVATE,ACADEMIC,61,67,60,52,75,76,92,52,86,8,62.8,63.0,1
384,F,Stratum_3,PUBLIC,TECHNICAL,57,55,53,65,54,94,68,4,35,50,50.2,56.8,1
385,F,Stratum_3,PUBLIC,TECHNICAL,60,58,59,62,57,91,60,25,79,65,64.0,59.2,1
386,F,Stratum_2,PUBLIC,TECHNICAL,51,56,57,55,54,59,43,10,53,74,47.8,54.6,1
387,F,Stratum_2,PRIVATE,TECHNICAL/ACADEMIC,68,58,66,65,59,94,98,37,83,73,77.0,63.2,1
388,M,Stratum_4,PRIVATE,ACADEMIC,52,52,55,55,49,73,34,46,35,16,40.8,52.6,0
389,M,Stratum_3,PUBLIC,TECHNICAL,79,64,72,72,62,98,82,90,74,65,81.8,69.8,0
390,M,Stratum_1,PUBLIC,TECHNICAL,67,59,55,68,53,99,28,48,77,2,50.8,60.4,0
391,M,Stratum_3,PUBLIC,TECHNICAL,74,64,59,82,54,99,96,84,66,9,70.8,66.6,0
392,F,Stratum_2,PUBLIC,TECHNICAL/ACADEMIC,50,51,45,50,49,40,54,64,20,61,47.8,49.0,1
393,F,Stratum_3,PRIVATE,ACADEMIC,62,62,72,72,71,63,78,78,79,59,71.4,67.8,1
394,M,Stratum_3,PUBLIC,TECHNICAL/ACADEMIC,56,57,60,78,57,86,85,80,10,74,67.0,61.6,0
395,F,Stratum_2,PUBLIC,TECHNICAL/ACADEMIC,50,54,49,66,64,97,53,7,94,20,54.2,56.6,1
396,F,Stratum_3,PRIVATE,TECHNICAL/ACADEMIC,50,43,47,50,55,61,62,20,64,4,42.2,49.0,1
397,M,Stratum_3,PRIVATE,TECHNICAL/ACADEMIC,62,57,48,45,50,55,18,12,65,63,42.6,52.4,0
398,F,Stratum_3,PRIVATE,TECHNICAL/ACADEMIC,62,68,57,78,62,78,50,28,77,20,50.6,65.4,1
399,M,Stratum_3,PUBLIC,TECHNICAL/ACADEMIC,53,52,52,50,48,49,33,34,26,5,29.4,51.0,0
400,F,Stratum_2,PRIVATE,ACADEMIC,57,62,57,61,43,53,33,75,47,28,47.2,56.0,1
401,F,Stratum_3,PRIVATE,ACADEMIC,69,55,55,62,48,86,68,68,71,54,69.4,57.8,1
402,M,Stratum_2,PUBLIC,ACADEMIC,59,62,57,50,57,100,87,90,51,12,68.0,57.0,0
403,M,Stratum_1,PUBLIC,TECHNICAL/ACADEMIC,59,62,59,62,52,68,45,52,57,33,51.0,58.8,0
404,F,Stratum_1,PUBLIC,TECHNICAL/ACADEMIC,69,49,57,68,65,93,4,62,35,36,46.0,61.6,1
405,F,Stratum_2,PUBLIC,TECHNICAL/ACADEMIC,69,66,69,70,63,79,98,79,58,86,80.0,67.4,1
406,F,Stratum_1,PUBLIC,TECHNICAL/ACADEMIC,57,60,53,59,67,85,66,20,63,12,49.2,59.2,1
407,M,Stratum_1,PUBLIC,TECHNICAL,68,74,57,72,52,94,90,71,60,25,68.0,64.6,0
408,M,Stratum_2,PUBLIC,TECHNICAL,47,46,42,43,37,29,15,38,12,43,27.4,43.0,0
409,F,Stratum_1,PUBLIC,TECHNICAL,51,56,52,57,54,71,64,21,30,4,38.0,54.0,1
410,M,Stratum_2,PUBLIC,TECHNICAL,66,48,57,71,50,75,72,56,31,18,50.4,58.4,0
411,M,Stratum_1,PUBLIC,TECHNICAL,45,51,48,51,34,30,16,41,29,50,33.2,45.8,0
412,M,Stratum_1,PUBLIC,TECHNICAL/ACADEMIC,59,62,60,66,64,71,52,10,68,27,45.6,62.2,0
413,M,Stratum_2,PUBLIC,TECHNICAL,38,41,46,47,43,22,3,3,20,6,10.8,43.0,0
414,F,Stratum_1,PUBLIC,ACADEMIC,53,54,48,54,55,16,1,20,59,26,24.4,52.8,1
415,F,Stratum_3,PUBLIC,TECHNICAL/ACADEMIC,72,70,72,69,73,69,71,87,85,37,69.8,71.2,1
416,M,Stratum_3,PUBLIC,TECHNICAL/ACADEMIC,71,67,66,65,34,79,61,71,37,28,55.2,60.6,0
417,M,Stratum_3,PUBLIC,ACADEMIC,55,59,57,55,50,88,31,8,19,28,34.8,55.2,0
418,M,Stratum_2,PUBLIC,ACADEMIC,57,60,57,58,49,55,76,50,48,66,59.0,56.2,0
419,F,Stratum_3,PRIVATE,ACADEMIC,51,52,50,57,46,78,39,27,49,89,56.4,51.2,1
420,F,Stratum_3,PUBLIC,TECHNICAL/ACADEMIC,77,72,66,81,62,99,44,63,94,81,76.2,71.6,1
421,M,Stratum_3,PRIVATE,ACADEMIC,51,60,53,44,49,48,17,22,35,36,31.6,51.4,0
422,F,Stratum_3,PRIVATE,ACADEMIC,73,87,68,72,78,96,91,88,97,18,78.0,75.6,1
423,M,Stratum_3,PUBLIC,TECHNICAL/ACADEMIC,78,79,62,78,75,90,62,37,86,3,55.6,74.4,0
424,F,Stratum_1,PUBLIC,TECHNICAL/ACADEMIC,57,62,66,60,64,98,66,88,38,90,76.0,61.8,1
425,M,Stratum_1,PUBLIC,TECHNICAL/ACADEMIC,54,57,50,59,57,75,30,22,39,10,35.2,55.4,0
426,F,Stratum_2,PUBLIC,TECHNICAL/ACADEMIC,66,70,68,65,64,67,93,85,83,39,73.4,66.6,1
427,F,Stratum_1,PUBLIC,TECHNICAL/ACADEMIC,57,70,66,55,54,75,69,65,59,2,54.0,60.4,1
428,M,Stratum_3,PRIVATE,ACADEMIC,61,64,68,68,57,75,18,54,74,74,59.0,63.6,0
429,M,Stratum_2,PRIVATE,ACADEMIC,62,66,74,65,63,93,91,80,74,91,85.8,66.0,0
430,M,Stratum_3,PUBLIC,TECHNICAL/ACADEMIC,53,62,57,59,59,96,49,40,62,79,65.2,58.0,0
431,M,Stratum_2,PUBLIC,TECHNICAL/ACADEMIC,100,57,66,81,42,100,43,83,56,44,65.2,69.2,0
432,F,Stratum_2,PUBLIC,TECHNICAL/ACADEMIC,53,58,55,57,42,44,36,71,38,89,55.6,53.0,1
433,F,Stratum_2,PUBLIC,ACADEMIC,53,52,50,51,49,18,16,32,56,70,38.4,51.0,1
434,F,Stratum_2,PUBLIC,ACADEMIC,70,77,81,73,60,96,79,37,74,36,64.4,72.2,1
435,M,Stratum_2,PUBLIC,TECHNICAL/ACADEMIC,77,70,89,69,45,98,48,90,72,48,71.2,70.0,0
436,M,Stratum_3,PUBLIC,TECHNICAL/ACADEMIC,70,68,64,71,57,71,19,37,72,74,54.6,66.0,0
437,F,Stratum_3,PUBLIC,TECHNICAL/ACADEMIC,62,54,57,51,64,81,59,75,66,46,65.4,57.6,1
438,M,Stratum_2,PRIVATE,TECHNICAL/ACADEMIC,62,56,56,48,62,61,57,44,73,53,57.6,56.8,0
439,M,Stratum_2,PUBLIC,TECHNICAL/ACADEMIC,64,57,69,68,53,35,22,30,14,45,29.2,62.2,0
440,F,Stratum_2,PUBLIC,TECHNICAL/ACADEMIC,60,58,55,53,60,95,69,3,45,39,50.2,57.2,1
441,F,Stratum_3,PUBLIC,TECHNICAL/ACADEMIC,55,41,48,46,49,10,56,26,10,47,29.8,47.8,1
442,F,Stratum_1,PUBLIC,TECHNICAL/ACADEMIC,51,60,55,54,49,55,76,36,18,19,40.8,53.8,1
443,M,Stratum_2,PUBLIC,TECHNICAL/ACADEMIC,70,58,50,69,54,100,66,56,50,54,65.2,60.2,0
444,M,Stratum_3,PUBLIC,TECHNICAL/ACADEMIC,85,72,62,92,70,100,88,93,93,54,85.6,76.2,0
445,F,Stratum_3,PUBLIC,TECHNICAL/ACADEMIC,74,68,66,63,48,81,69,73,23,81,65.4,63.8,1
446,F,Stratum_3,PRIVATE,ACADEMIC,87,68,62,78,82,98,88,96,98,69,89.8,75.4,1
447,F,Stratum_2,PUBLIC,TECHNICAL/ACADEMIC,84,64,66,77,65,99,100,68,90,69,85.2,71.2,1
448,M,Stratum_1,PUBLIC,TECHNICAL/ACADEMIC,72,52,53,69,50,96,64,83,23,79,69.0,59.2,0
449,M,Stratum_1,PUBLIC,TECHNICAL/ACADEMIC,75,57,58,65,48,95,76,90,77,51,77.8,60.6,0
450,F,Stratum_2,PUBLIC,TECHNICAL/ACADEMIC,53,46,53,47,54,59,15,63,21,5,32.6,50.6,1
451,M,Stratum_3,PUBLIC,TECHNICAL/ACADEMIC,68,62,57,64,57,75,55,55,57,68,62.0,61.6,0
452,F,Stratum_3,PUBLIC,TECHNICAL/ACADEMIC,59,62,64,55,54,85,56,99,69,89,79.6,58.8,1
453,F,Stratum_2,PRIVATE,ACADEMIC,65,52,50,65,58,88,62,72,48,32,60.4,58.0,1
454,F,Stratum_3,PRIVATE,ACADEMIC,52,64,53,56,60,54,22,49,81,49,51.0,57.0,1
455,M,Stratum_2,PUBLIC,ACADEMIC,57,56,62,58,50,93,54,75,64,18,60.8,56.6,0
456,F,Stratum_2,PUBLIC,ACADEMIC,49,46,44,48,53,38,36,45,52,45,43.2,48.0,1
457,M,Stratum_2,PUBLIC,ACADEMIC,51,54,55,45,52,92,22,53,25,3,39.0,51.4,0
458,M,Stratum_2,PUBLIC,ACADEMIC,65,48,56,59,54,97,57,60,57,30,60.2,56.4,0
459,F,Stratum_2,PUBLIC,TECHNICAL/ACADEMIC,55,64,58,57,57,87,67,62,68,85,73.8,58.2,1
460,F,Stratum_2,PUBLIC,TECHNICAL/ACADEMIC,55,60,59,48,52,84,86,26,42,34,54.4,54.8,1
461,F,Stratum_3,PUBLIC,TECHNICAL/ACADEMIC,59,58,62,62,43,74,64,54,70,52,62.8,56.8,1
462,F,Stratum_2,PUBLIC,TECHNICAL/ACADEMIC,74,57,66,74,73,80,50,36,71,11,49.6,68.8,1
463,F,Stratum_2,PUBLIC,TECHNICAL/ACADEMIC,60,62,53,53,42,61,13,42,5,0,24.2,54.0,1
